Entry	Entry name	Status	Protein names	Gene names	Organism	Length
B6DCU6	TXZ07_LYCSI	reviewed	Toxin-like structure LSTX-D7		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	106
Q8MQS8	SP34_APIME	reviewed	Venom serine protease 34 (SP34) (EC 3.4.21.-) (allergen Api m 7)		Apis mellifera (Honeybee)	405
E7CLP3	SX10F_RHOJU	reviewed	Putative beta-neurotoxin RjAa10f		Rhopalurus junceus (Caribbean blue scorpion)	83
E7CLP4	SX15F_RHOJU	reviewed	Putative beta-neurotoxin RjAa15f		Rhopalurus junceus (Caribbean blue scorpion)	83
D5KXH4	TU01_GEMSP	reviewed	Turripeptide NCR-01 (Turripeptide NCR-02)		Gemmula speciosa (Splendid gem-turris) (Pleurotoma speciosa)	118
P0DKN1	TU08_LOPOL	reviewed	Turripeptide OL08		Lophiotoma olangoensis (Sea snail)	74
P0DKM9	TU11_LOPAL	reviewed	Turripeptide OL11-like (Fragment)		Lophiotoma albina (Sea snail) (Xenuroturris albina)	45
P0DKN5	TU127_LOPOL	reviewed	Turripeptide OL127		Lophiotoma olangoensis (Sea snail)	34
P0DKN0	TU135_LOPOL	reviewed	Turripeptide OL135		Lophiotoma olangoensis (Sea snail)	74
P0DKN8	TU139_LOPOL	reviewed	Turripeptide OL139		Lophiotoma olangoensis (Sea snail)	82
P0CI13	TU142_LOPOL	reviewed	Turripeptide Lol142 (OL142)		Lophiotoma olangoensis (Sea snail)	88
P0DKP4	TU172_LOPOL	reviewed	Turripeptide OL172 [Cleaved into: Turripeptide OL172 1; Turripeptide OL172 2; Turripeptide OL172 3; Turripeptide OL172 conotoxin-like]		Lophiotoma olangoensis (Sea snail)	127
P0DKM2	TU179_LOPOL	reviewed	Turripeptide OL179		Lophiotoma olangoensis (Sea snail)	70
P0DKM5	TU184_LOPOL	reviewed	Turripeptide OL184		Lophiotoma olangoensis (Sea snail)	95
P0DKN9	TU22_LOPOL	reviewed	Turripeptide OL22 (Turripeptide OL78)		Lophiotoma olangoensis (Sea snail)	114
P0DKM4	TU25_LOPOL	reviewed	Turripeptide Lol6.2 (OL25)		Lophiotoma olangoensis (Sea snail)	37
D5KXG9	TU2_GEMSP	reviewed	Turripeptide UID-02		Gemmula speciosa (Splendid gem-turris) (Pleurotoma speciosa)	92
C0HKK6	TU3A_UNEBI	reviewed	Turripeptide ubi3a		Unedogemmula bisaya (Sea snail) (Lophiotoma bisaya)	17
P0DKN4	TU47_LOPOL	reviewed	Turripeptide OL47		Lophiotoma olangoensis (Sea snail)	49
P0DKN7	TU49_LOPOL	reviewed	Turripeptide OL49		Lophiotoma olangoensis (Sea snail)	26
P0DKP3	TU55_IOTCI	reviewed	Turripeptide OL55-like		Iotyrris cingulifera (Sea snail) (Pleurotoma cingulifera)	104
P0DKP1	TU55_LOPAC	reviewed	Turripeptide OL55-like		Lophiotoma acuta (Marbled turris) (Pleurotoma acuta)	102
P0DKP2	TU55_LOPAL	reviewed	Turripeptide OL55-like		Lophiotoma albina (Sea snail) (Xenuroturris albina)	103
P0DKP0	TU55_LOPOL	reviewed	Turripeptide OL55		Lophiotoma olangoensis (Sea snail)	104
P0DKN6	TU57_LOPOL	reviewed	Turripeptide OL57		Lophiotoma olangoensis (Sea snail)	26
D5KXG5	TU61_GEMSP	reviewed	Turripeptide VI/VII-01		Gemmula speciosa (Splendid gem-turris) (Pleurotoma speciosa)	80
P0DKM3	TU61_LOPOL	reviewed	Turripeptide Lol6.1 (OL38)		Lophiotoma olangoensis (Sea snail)	82
P0DKM6	TU71_LOPOL	reviewed	Turripeptide OL71		Lophiotoma olangoensis (Sea snail)	99
D5KXH3	TU81_GEMSP	reviewed	Turripeptide VIII-01		Gemmula speciosa (Splendid gem-turris) (Pleurotoma speciosa)	143
P0DKT5	TU91_GEMLI	reviewed	Turripeptide Gli9.1		Gemmula lisajoni (Gem-turris)	70
D5KXG8	TU91_GEMSP	reviewed	Turripeptide IX-01		Gemmula speciosa (Splendid gem-turris) (Pleurotoma speciosa)	84
P0DKM8	TU91_IOTCI	reviewed	Turripeptide Ici9.1 (Turripeptide OL11-like) (Fragment)		Iotyrris cingulifera (Sea snail) (Pleurotoma cingulifera)	47
P0DKM7	TU91_LOPOL	reviewed	Turripeptide Lol9.1 (Turripeptide OL11)		Lophiotoma olangoensis (Sea snail)	70
P0DKT2	TU92_GEMSO	reviewed	Turripeptide Gsg9.2		Gemmula sogodensis (Gem-turris)	70
D5KXH6	TU92_GEMSP	reviewed	Turripeptide IX-03 [Cleaved into: Turripeptide IX-02]		Gemmula speciosa (Splendid gem-turris) (Pleurotoma speciosa)	84
P0DKT4	TU92_IOTCI	reviewed	Turripeptide Ici9.2		Iotyrris cingulifera (Sea snail) (Pleurotoma cingulifera)	70
P0DKT1	TU92_POLAB	reviewed	Turripeptide Pal9.2		Polystira albida (White giant-turris) (Pleurotoma albida)	70
P0DKT3	TU93_GEMSP	reviewed	Turripeptide Gsp9.3		Gemmula speciosa (Splendid gem-turris) (Pleurotoma speciosa)	70
D5KXH2	TU94_GEMSP	reviewed	Turripeptide IX-04		Gemmula speciosa (Splendid gem-turris) (Pleurotoma speciosa)	82
D5KXG7	TU97_GEMSP	reviewed	Turripeptide IX-07		Gemmula speciosa (Splendid gem-turris) (Pleurotoma speciosa)	82
D5KXH0	TU9N_GEMSP	reviewed	Turripeptide IX-23		Gemmula speciosa (Splendid gem-turris) (Pleurotoma speciosa)	82
P0DKN3	TUB2_LOPOL	reviewed	Turripeptide Lol11.2 (OL67)		Lophiotoma olangoensis (Sea snail)	83
B4XT01	SLB2_MACLB	reviewed	Snaclec B2 (C-type lectin B2)		Macrovipera lebetina (Levantine viper) (Vipera lebetina)	148
P0C8I9	SLAB_BOTAL	reviewed	Snaclec bothroalternin subunit alpha/beta (Bothrojaracin-like protein) (Fragment)		Bothrops alternatus (Urutu) (Rhinocerophis alternatus)	25
Q9DEF8	SLAB_DEIAC	reviewed	Snaclec anticoagulant protein subunit B (AaACP-B) (ACF 1/2 B-chain) (Agkisasin-b)		Deinagkistrodon acutus (Hundred-pace snake) (Agkistrodon acutus)	146
B4XSY6	SLAB_MACLB	reviewed	Snaclec A11 (C-type lectin A11)		Macrovipera lebetina (Levantine viper) (Vipera lebetina)	156
P86718	SPN2A_OXYTA	reviewed	Spiderine-2a (OtTx2a)		Oxyopes takobius (Lynx spider) (Oxyopes foliiformis)	171
P86719	SPN2B_OXYTA	reviewed	Spiderine-2b (M-oxotoxin-Ot3k) (M-OXTX-Ot3k) (OtTx2b)		Oxyopes takobius (Lynx spider) (Oxyopes foliiformis)	171
P61096	SFI2_SEGFL	reviewed	Mu-segestritoxin-Sf1b (Mu-SGTX-Sf1b) (F5.7) (Toxin SFI2)		Segestria florentina (Tube-web spider) (Segestria gracilis)	46
P61097	SFI3_SEGFL	reviewed	Mu-segestritoxin-Sf1c (Mu-SGTX-Sf1c) (Toxin SFI3)		Segestria florentina (Tube-web spider) (Segestria gracilis)	46
P0C5H2	SIX2_ISOVI	reviewed	Toxin Isom2 (IsomTx2)		Isometrus vittatus (Bark scorpion) (Reddyanus vittatus)	70
P59864	SIX6_BUTOC	reviewed	Beta-insect depressant toxin BotIT6 (Insect toxin 6)		Buthus occitanus tunetanus (Common European scorpion) (Buthus tunetanus)	62
Q95WX6	SIXB_MESMA	reviewed	Beta-insect depressant toxin BmKITb (BmK ITb)		Mesobuthus martensii (Manchurian scorpion) (Buthus martensii)	85
Q9Y1U3	SIXC_MESMA	reviewed	Toxin BmKITc (BmK ITc)		Mesobuthus martensii (Manchurian scorpion) (Buthus martensii)	85
P61504	SIT_SEGFL	reviewed	U1-segestritoxin-Sf1a (U1-SGTX-Sf1a) (Insectotoxin SIT)		Segestria florentina (Tube-web spider) (Segestria gracilis)	35
P0C5S7	SIXP1_MESMA	reviewed	Insect toxin BmK AngP1 (Fragment)		Mesobuthus martensii (Manchurian scorpion) (Buthus martensii)	15
O77091	SIXP_MESMA	reviewed	Beta-insect excitatory toxin BmK IT-AP (Bm33-I) (BmKITAP) (Insect toxin analgesic peptide)	IT-AP	Mesobuthus martensii (Manchurian scorpion) (Buthus martensii)	90
Q56EB1	SLAA_BOTJA	reviewed	Snaclec bothrojaracin subunit alpha (BJC subunit alpha)		Bothrops jararaca (Jararaca) (Bothrops jajaraca)	155
Q7T2Q0	SLB_ECHML	reviewed	Snaclec EMS16 subunit beta (EMS16B)		Echis multisquamatus (Central Asian sand viper)	154
Q9YI92	SLB_GLOBL	reviewed	Snaclec mamushigin subunit beta		Gloydius blomhoffii (Mamushi) (Agkistrodon halys blomhoffi)	146
Q9YGN4	SLB_GLOBR	reviewed	Snaclec salmorin subunit B		Gloydius brevicaudus (Korean slamosa snake) (Agkistrodon halys brevicaudus)	145
P0C8D4	ST10A_SCOAN	reviewed	Scolopendra 20528.11 Da toxin (Fragment)		Scolopendra angulata (Barbados giant red centipede)	30
P0C8D7	ST10B_SCOVN	reviewed	Scolopendra 20417.15 Da toxin (Fragment)		Scolopendra viridicornis nigra (Brazilian giant centipede)	45
P0C8D8	ST10C_SCOVN	reviewed	Scolopendra 20466.84 Da toxin (Fragment)		Scolopendra viridicornis nigra (Brazilian giant centipede)	12
P0C8B8	STX2_SCOAN	reviewed	Scolopendra 4722.07 Da toxin (Fragment)		Scolopendra angulata (Barbados giant red centipede)	15
P0C8C2	STX3_SCOVN	reviewed	Scolopendra 5848.48 Da toxin (Fragment)		Scolopendra viridicornis nigra (Brazilian giant centipede)	34
Q91453	STXB_SYNHO	reviewed	Stonustoxin subunit beta (SNTX subunit beta)		Synanceia horrida (Estuarine stonefish) (Scorpaena horrida)	700
P0C8C3	STX4_SCOAN	reviewed	Scolopendra 5887.74 Da toxin (Fragment)		Scolopendra angulata (Barbados giant red centipede)	9
P0C8C4	STX4_SCOVN	reviewed	Scolopendra 5885.28 Da toxin (Fragment)		Scolopendra viridicornis nigra (Brazilian giant centipede)	14
P0C8C5	STX5_SCOAN	reviewed	Scolopendra 5928.03 Da toxin (Fragment)		Scolopendra angulata (Barbados giant red centipede)	14
P0CI99	STX67_LYCMC	reviewed	Neurotoxin 67.1		Lychas mucronatus (Chinese swimming scorpion)	96
P0C8C7	STX6_SCOAN	reviewed	Scolopendra 5971.33 Da toxin (Fragment)		Scolopendra angulata (Barbados giant red centipede)	18
P68725	SX21_LEIHE	reviewed	Insect toxin 2-13 (LqhIT2-13)		Leiurus hebraeus (Deathstalker scorpion) (Leiurus quinquestriatus hebraeus)	83
P68726	SX25_LEIHE	reviewed	Insect toxin 2-53 (LqhIT2-53)		Leiurus hebraeus (Deathstalker scorpion) (Leiurus quinquestriatus hebraeus)	85
P81803	TTF17_HADVE	reviewed	U1-hexatoxin-Hv1a (U1-HXTX-Hv1a) (Atracotoxin-Hvf17) (AcTx-Hvf17)		Hadronyche versuta (Blue mountains funnel-web spider) (Atrax versutus)	68
P0DKN2	TUB1_LOPOL	reviewed	Turripeptide Lol11.1 (OL105)		Lophiotoma olangoensis (Sea snail)	83
P0CJ01	STX10_LYCMC	reviewed	Neurtoxin 10		Lychas mucronatus (Chinese swimming scorpion)	85
P0C8B7	STX1_SCOVN	reviewed	Scolopendra 4610.56 Da toxin [Cleaved into: Scolopendra 3464.34 Da toxin] (Fragment)		Scolopendra viridicornis nigra (Brazilian giant centipede)	31
D9U2A3	STX23_LYCMC	reviewed	Neurotoxin 23		Lychas mucronatus (Chinese swimming scorpion)	96
P0C8B9	STX2_SCOVN	reviewed	Scolopendra 4767.06 Da toxin (Fragment)		Scolopendra viridicornis nigra (Brazilian giant centipede)	15
Q98989	STXA_SYNHO	reviewed	Stonustoxin subunit alpha (SNTX subunit alpha)		Synanceia horrida (Estuarine stonefish) (Scorpaena horrida)	703
A0ZSK4	STXB_SYNVE	reviewed	Neoverrucotoxin subunit beta (NeoVTX subunit beta)		Synanceia verrucosa (Reef stonefish)	700
P0C7K5	SVMI1_ATHCH	reviewed	Poly-His-poly-Gly peptide 1 (pHpG-1)		Atheris chlorechis (Western bush viper) (Vipera chlorechis)	24
P0DMD6	TSNP_TITSE	reviewed	Natriuretic peptide TsNP		Tityus serrulatus (Brazilian scorpion)	21
P0CI98	STX13_LYCMC	reviewed	Neurotoxin 213		Lychas mucronatus (Chinese swimming scorpion)	94
P0C8C0	STX3A_SCOAN	reviewed	Scolopendra 5848.46 Da toxin (Fragment)		Scolopendra angulata (Barbados giant red centipede)	19
P0C8C1	STX3B_SCOAN	reviewed	Scolopendra 5920.47 Da toxin (Fragment)		Scolopendra angulata (Barbados giant red centipede)	18
P0C8D3	STX9_SCOVN	reviewed	Scolopendra 10564.33 Da toxin (Fragment)		Scolopendra viridicornis nigra (Brazilian giant centipede)	15
F2YLA3	SX14F_RHOJU	reviewed	Putative beta-neurotoxin RjAa14F		Rhopalurus junceus (Caribbean blue scorpion)	90
P0DM38	SLDA_TRIAB	reviewed	Snaclec alboaggregin-D subunit alpha		Trimeresurus albolabris (White-lipped pit viper) (Cryptelytrops albolabris)	158
D2YW40	SLED_CALRH	reviewed	Snaclec rhodocetin subunit delta		Calloselasma rhodostoma (Malayan pit viper) (Agkistrodon rhodostoma)	124
P84388	PLYB1_POLPI	reviewed	Polybine-1 (Polybine-I)		Polybia paulista (Neotropical social wasp) (Swarm-founding polistine wasp)	14
C0HJY5	PON1B_ANOEM	reviewed	U1-poneritoxin-Ae1b (U1-PONTX-Ae1b)		Anochetus emarginatus (Ant) (Stenomyrmex emarginatus)	18
C0HJY6	PON1C_ANOEM	reviewed	U1-poneritoxin-Ae1c (U1-PONTX-Ae1c)		Anochetus emarginatus (Ant) (Stenomyrmex emarginatus)	18
C0HJY7	PON1D_ANOEM	reviewed	U1-poneritoxin-Ae1d (U1-PONTX-Ae1d)		Anochetus emarginatus (Ant) (Stenomyrmex emarginatus)	18
A0A1L4BJ98	PLD1_HEMLE	reviewed	Phospholipase D Hl-PLD1 (EC 3.1.4.4) (Dermonecrotic toxin) (Sphingomyelin phosphodiesterase D) (SMD) (SMase D) (Sphingomyelinase D)		Hemiscorpius lepturus (Scorpion)	324
E5D3Z9	PLD2_LOXLA	reviewed	Phospholipase D isoform 2 (LlPLD2) (PLD2) (EC 3.1.4.4) (Dermonecrotic toxin) (Sphingomyelin phosphodiesterase D) (SMD) (SMase D) (Sphingomyelinase D) (Fragment)		Loxosceles laeta (South American recluse spider) (Scytodes laeta)	273
P0CV92	QPCT_CROAT	reviewed	Glutaminyl-peptide cyclotransferase (EC 2.3.2.5) (Glutaminyl cyclase) (QC) (Fragments)	QPCT	Crotalus atrox (Western diamondback rattlesnake)	71
B3EWN1	PTX2_PTEMU	reviewed	Beta/kappa-theraphotoxin-Pm2a (Beta/kappa-TRTX-Pm2a) (Pterinotoxin-2)		Pterinochilus murinus (Mombasa golden starburst baboon spider)	29
A7ISW1	QPCT_BOIIR	reviewed	Glutaminyl-peptide cyclotransferase (EC 2.3.2.5) (Glutaminyl cyclase) (QC) (Glutaminyl-tRNA cyclotransferase)	QPCT	Boiga irregularis (Brown tree snake)	368
E2E4L2	PYYV_VARER	reviewed	Goannatyrotoxin-Vere1 (Venom peptide YY-like)		Varanus eremius (Pygmy desert monitor)	99
Q90YA8	QPCT_GLOBL	reviewed	Glutaminyl-peptide cyclotransferase (EC 2.3.2.5) (Glutaminyl cyclase) (QC) (Glutaminyl-tRNA cyclotransferase)	QPCT	Gloydius blomhoffii (Mamushi) (Agkistrodon halys blomhoffi)	368
C0HJY8	PON1E_ANOEM	reviewed	U1-poneritoxin-Ae1e (U1-PONTX-Ae1e)		Anochetus emarginatus (Ant) (Stenomyrmex emarginatus)	18
C0HJY9	PON1F_ANOEM	reviewed	U1-poneritoxin-Ae1f (U1-PONTX-Ae1f)		Anochetus emarginatus (Ant) (Stenomyrmex emarginatus)	19
A7ISW2	QPCT_BOIDE	reviewed	Glutaminyl-peptide cyclotransferase (EC 2.3.2.5) (Glutaminyl cyclase) (QC) (Glutaminyl-tRNA cyclotransferase)	QPCT	Boiga dendrophila (Mangrove snake) (Gold-ringed cat snake)	368
Q7LZ24	SLLC2_VIPAP	reviewed	Snaclec coagulation factor X-activating enzyme light chain 2 (Factor X activator LC2) (Fragment)		Vipera aspis aspis (Aspic viper)	13
C0HKZ7	SLMB_MACLB	reviewed	Snaclec macrovipecetin subunit beta		Macrovipera lebetina (Levantine viper) (Vipera lebetina)	127
Q8JIW1	SLUB_DEIAC	reviewed	Snaclec agkisacutacin subunit B (Agk-B)		Deinagkistrodon acutus (Hundred-pace snake) (Agkistrodon acutus)	146
Q9DG39	SLXA_GLOHA	reviewed	Snaclec coagulation factor IX/factor X-binding protein subunit A (IX/X-bp subunit A) (Halyxin subunit A)		Gloydius halys (Chinese water mocassin) (Agkistrodon halys)	152
Q9I841	SLYA_CALRH	reviewed	Snaclec rhodocytin subunit alpha (Aggretin alpha chain) (Rhodoaggretin subunit alpha)		Calloselasma rhodostoma (Malayan pit viper) (Agkistrodon rhodostoma)	136
J3RY43	SLD_CROAD	reviewed	C-type lectin 13		Crotalus adamanteus (Eastern diamondback rattlesnake)	142
P81397	SLEA_CALRH	reviewed	Snaclec rhodocetin subunit alpha		Calloselasma rhodostoma (Malayan pit viper) (Agkistrodon rhodostoma)	133
D9U297	SNA1_LYCMC	reviewed	Neurotoxin LmNaTx1		Lychas mucronatus (Chinese swimming scorpion)	86
D9U298	SNAA3_LYCMC	reviewed	Neurotoxin LmNaTx3		Lychas mucronatus (Chinese swimming scorpion)	83
D9U2A0	SNAAA_LYCMC	reviewed	Neurotoxin LmNaTx10		Lychas mucronatus (Chinese swimming scorpion)	83
P0CI53	SNAAL_LYCMC	reviewed	Neurotoxin LmNaTx21.1 (Fragment)		Lychas mucronatus (Chinese swimming scorpion)	77
P0CI54	SNAAZ_LYCMC	reviewed	Neurotoxin LmNaTx35.1		Lychas mucronatus (Chinese swimming scorpion)	83
P0CI57	SNAB6_LYCMC	reviewed	Neurotoxin LmNaTx11.6		Lychas mucronatus (Chinese swimming scorpion)	81
P0CI56	SNAB_LYCMC	reviewed	Neurotoxin LmNaTx11.1		Lychas mucronatus (Chinese swimming scorpion)	81
P0CI50	SNAF_LYCMC	reviewed	Neurotoxin LmNaTx15.1		Lychas mucronatus (Chinese swimming scorpion)	81
P22030	SLEB_BOTJA	reviewed	Snaclec botrocetin subunit beta (Platelet coagglutinin)		Bothrops jararaca (Jararaca) (Bothrops jajaraca)	125
Q4PRD2	SLLC2_DABSI	reviewed	Snaclec coagulation factor X-activating enzyme light chain 2 (C-type lectin-like protein subunit 1) (Coagulation factor X-activating enzyme beta-chain) (RVV-X light chain 2)	LC2	Daboia siamensis (Eastern Russel's viper) (Daboia russelii siamensis)	158
D9U2A1	SNA17_LYCMC	reviewed	Neurotoxin LmNaTx17		Lychas mucronatus (Chinese swimming scorpion)	86
E2DQZ6	SLJA_PROJR	reviewed	Snaclec jerdonuxin subunit alpha		Protobothrops jerdonii (Jerdon's pitviper) (Trimeresurus jerdonii)	158
Q4PRD1	SLLC1_DABSI	reviewed	Snaclec coagulation factor X-activating enzyme light chain 1 (C-type lectin-like protein subunit 2) (Coagulation factor X-activating enzyme gamma-chain) (RVV-X light chain 1)	LC1	Daboia siamensis (Eastern Russel's viper) (Daboia russelii siamensis)	146
Q696W1	SLLC2_MACLB	reviewed	Snaclec coagulation factor X-activating enzyme light chain 2 (VL factor X activator light chain 2) (VLFXA light chain 2)	LC2	Macrovipera lebetina (Levantine viper) (Vipera lebetina)	158
Q5FZI6	SLTA_PROMU	reviewed	Snaclec trimecetin subunit alpha		Protobothrops mucrosquamatus (Taiwan habu) (Trimeresurus mucrosquamatus)	156
Q9IAM1	SLUA_DEIAC	reviewed	Snaclec agkisacutacin subunit A (Agk-A)		Deinagkistrodon acutus (Hundred-pace snake) (Agkistrodon acutus)	152
Q9I840	SLYB_CALRH	reviewed	Snaclec rhodocytin subunit beta (Aggretin beta chain) (Rhodoaggretin subunit beta)		Calloselasma rhodostoma (Malayan pit viper) (Agkistrodon rhodostoma)	146
Q86SE1	SCX1_ANDAM	reviewed	Toxin Aam1 (AamH1) (Alpha-neurotoxin 1)	H1	Androctonus amoreuxi (African fattail scorpion) (Scorpio amoreuxi)	83
P60263	SCX24_TITDI	reviewed	Toxin TdII-4 (Fragment)		Tityus discrepans (Venezuelan scorpion)	27
P84614	SCX28_HOTTS	reviewed	Alpha-toxin Bs-Tx28		Hottentotta tamulus sindicus (Scorpion) (Buthus sindicus)	65
H1ZZI2	SCX13_TITOB	reviewed	Toxin To13 (T NaTx8.1)		Tityus obscurus (Amazonian scorpion) (Tityus cambridgei)	89
D5HR50	SCX1A_ANDCR	reviewed	Alpha-toxin Ac1 (Neurotoxin 1) (Fragment)		Androctonus crassicauda (Arabian fat-tailed scorpion)	81
P18926	SCX1_CENTE	reviewed	Beta-toxin Clt1 (Neurotoxin 1) (Toxin II.20.3.4)		Centruroides tecomanus (Scorpion) (Centruroides limpidus tecomanus)	66
E7CLP6	SCX2F_RHOJU	reviewed	Putative beta-neurotoxin RjAa2f		Rhopalurus junceus (Caribbean blue scorpion)	90
P22029	SLEA_BOTJA	reviewed	Snaclec botrocetin subunit alpha (Platelet coagglutinin)		Bothrops jararaca (Jararaca) (Bothrops jajaraca)	133
Q8JGT7	SLEA_PROMU	reviewed	Snaclec mucetin subunit alpha (Trimeresurus mucrosquamatus venom activator subunit alpha) (TMVA subunit alpha)		Protobothrops mucrosquamatus (Taiwan habu) (Trimeresurus mucrosquamatus)	158
P0DN44	TAC_CINAN	reviewed	Tan_10cys		Cinguloterebra anilis (Auger snail) (Triplostephanus anilis)	87
Q9GNG8	SC15_MESMA	reviewed	Toxin BmKaTX15 (Alpha-neurotoxin Tx15) (BmKalphaTx15) (KTc) (Na+ channel toxin BmKT')		Mesobuthus martensii (Manchurian scorpion) (Buthus martensii)	85
Q95P69	SCAA_MESMA	reviewed	Toxin BmKT (BmK T) (Antitumor-analgesic peptide) (AGAP) (AGSP)		Mesobuthus martensii (Manchurian scorpion) (Buthus martensii)	85
P84682	SC39_TITOB	reviewed	Toxin To39 (Toxin Tc39) (Fragment)		Tityus obscurus (Amazonian scorpion) (Tityus cambridgei)	10
P84686	SC46_TITOB	reviewed	Toxin To46 (Toxin Tc46) (Fragment)		Tityus obscurus (Amazonian scorpion) (Tityus cambridgei)	10
P45661	SCK3_LEIQU	reviewed	Leiurutoxin-3 (Leiurutoxin III) (Fragment)		Leiurus quinquestriatus quinquestriatus (Egyptian scorpion) (Deathstalker scorpion)	14
Q7M463	SCK6_MESMA	reviewed	Neurotoxin BmK A3-6		Mesobuthus martensii (Manchurian scorpion) (Buthus martensii)	29
Q7Z0F1	SCKH_MESMA	reviewed	Neurotoxin X-29S		Mesobuthus martensii (Manchurian scorpion) (Buthus martensii)	55
Q7Z0H4	SCKI_MESMA	reviewed	Neurotoxin BmP08 (Short-chain peptide BmKX)		Mesobuthus martensii (Manchurian scorpion) (Buthus martensii)	55
Q7Z0H5	SCKJ_MESMA	reviewed	Neurotoxin BmKX-A1-S31		Mesobuthus martensii (Manchurian scorpion) (Buthus martensii)	55
M4GX67	SCBTY_MESMA	reviewed	BmKBT-like peptide (Beta-toxin BmKBy)		Mesobuthus martensii (Manchurian scorpion) (Buthus martensii)	83
P0DM39	SLDB_TRIAB	reviewed	Snaclec alboaggregin-D subunit beta		Trimeresurus albolabris (White-lipped pit viper) (Cryptelytrops albolabris)	148
Q8JGT6	SLEB_PROMU	reviewed	Snaclec mucetin subunit beta (Trimeresurus mucrosquamatus venom activator subunit beta) (TMVA subunit beta)		Protobothrops mucrosquamatus (Taiwan habu) (Trimeresurus mucrosquamatus)	146
P56678	SCL3_LEIHE	reviewed	Alpha-like toxin Lqh3 (Lqh III) (LqhIII)		Leiurus hebraeus (Deathstalker scorpion) (Leiurus quinquestriatus hebraeus)	67
Q95WD2	SCE3_CENSC	reviewed	Beta-toxin CsE3 (Neurotoxin E3)		Centruroides sculpturatus (Arizona bark scorpion)	87
Q5Y4Y1	TA2GE_AGEOR	reviewed	U2-agatoxin-Ao1e (U2-AGTX-Ao1e) (Agel_04)		Agelena orientalis (Funnel-web spider)	69
P0CF14	TA2GS_AGEOR	reviewed	U2-agatoxin-Ao1s (U2-AGTX-Ao1s) (Agel_18) (Fragment)		Agelena orientalis (Funnel-web spider)	44
P0CF15	TA2GV_AGEOR	reviewed	U2-agatoxin-Ao1v (U2-AGTX-Ao1v) (Agel_21) (Fragment)		Agelena orientalis (Funnel-web spider)	63
P84678	SC31_TITOB	reviewed	Toxin To31 (Toxin Tc31) (Fragment)		Tityus obscurus (Amazonian scorpion) (Tityus cambridgei)	8
P84679	SC33_TITOB	reviewed	Toxin To33 (Toxin Tc33) (Fragment)		Tityus obscurus (Amazonian scorpion) (Tityus cambridgei)	10
P84683	SC40_TITOB	reviewed	Toxin To40 (Toxin Tc40) (Fragment)		Tityus obscurus (Amazonian scorpion) (Tityus cambridgei)	9
P84684	SC41_TITOB	reviewed	Toxin To41 (Toxin Tc41) (Fragment)		Tityus obscurus (Amazonian scorpion) (Tityus cambridgei)	10
P59357	SCL7_LEIHE	reviewed	Alpha-like toxin Lqh7 (Lqh VII) (LqhVII)		Leiurus hebraeus (Deathstalker scorpion) (Leiurus quinquestriatus hebraeus)	66
P59360	SCX2_MESMA	reviewed	Neurotoxin BmK-II (BmK II) (BmKII) (BmK2)		Mesobuthus martensii (Manchurian scorpion) (Buthus martensii)	64
Q7Z1K6	SCX5X_CENLI	reviewed	Toxin Cll5c*		Centruroides limpidus (Mexican scorpion)	85
Q1I169	SCX5_TITDI	reviewed	Toxin Td5 (P*T-beta* NaTx14.4) (Fragment)		Tityus discrepans (Venezuelan scorpion)	73
P15227	SCX3_MESMA	reviewed	Neurotoxin BmK-M3 (BmK3) (BmKM3) (Bmk M3) (BmK III) (BmKIII) (BmK-III)		Mesobuthus martensii (Manchurian scorpion) (Buthus martensii)	65
P56608	SCX3_TITBA	reviewed	Toxin Tb3 (P-Mice-alpha* NaTx3.3) (TbTx IV-5)		Tityus bahiensis (Brazilian scorpion)	62
D9U2A5	SNA28_LYCMC	reviewed	Neurotoxin LmNaTx28		Lychas mucronatus (Chinese swimming scorpion)	89
P0CI82	SNA45_LYCMC	reviewed	Neurotoxin LmNaTx45.2		Lychas mucronatus (Chinese swimming scorpion)	94
P0CI58	SNA64_LYCMC	reviewed	Neurotoxin LmNaTx64.1		Lychas mucronatus (Chinese swimming scorpion)	87
P0CI51	SNAJ_LYCMC	reviewed	Neurotoxin LmNaTx19		Lychas mucronatus (Chinese swimming scorpion)	90
C9X4K3	SCNA5_TITDI	reviewed	Toxin TdNa5 (T-Arthr*-beta* NaTx2.5)		Tityus discrepans (Venezuelan scorpion)	83
C9X4K8	SCNAA_TITDI	reviewed	Toxin TdNa10 (T-alpha* NaTx7.2)		Tityus discrepans (Venezuelan scorpion)	81
Q9UAC9	SCAS_MESMA	reviewed	Beta-toxin BmKAS (BmK AS) (BmK-AS) (BmK-PL)		Mesobuthus martensii (Manchurian scorpion) (Buthus martensii)	85
Q9UAC8	SCAT_MESMA	reviewed	Beta-toxin BmKAs1 (BmK AS-1) (BmK activator of skeletal-muscle ryanodine receptor) (Toxin BmP09)		Mesobuthus martensii (Manchurian scorpion) (Buthus martensii)	85
P82815	SCBK_MESMA	reviewed	Bukatoxin (BukaTx) (BuK-alpha-Tx)		Mesobuthus martensii (Manchurian scorpion) (Buthus martensii)	65
Q9NBW2	SCBT_MESMA	reviewed	Toxin BmKBT (BmK BT) (BmKabT) (BmK abT)		Mesobuthus martensii (Manchurian scorpion) (Buthus martensii)	83
